ID,FH,CL,CH,CD,FLA,FLL,FLW,GL,GWE,GWI,PS,PE,PL,SN,ANL,AWL,AWC,SC,SE,BLSC
F399,87,96,50,0.53,33,21.3,0.9,8.85,0.6,2.44,23,3.2,24.3,51,0.28,4.5,1,1,1,0
F400,73,63,40,0.47,63,22.2,1.1,8.45,0.59,2.41,0,1,16.8,60,0.28,1,1,1,1,0
F401,87,83,50,0.43,65,22.2,1,8.59,0.6,2.49,0,4.5,18.8,31,0.37,4.7,1,0,1,1
F402,98,76,50,0.67,57,31,1.1,9.11,0.54,2.03,37,1.3,23,48,0.32,3.8,1,0,1,0
F403,81,46,30,0.33,58,18.3,0.9,8.79,0.62,2.17,0,0.7,16.2,33,0.23,4.2,1,1,1,0
F404,77,65,40,0.5,58,19.2,0.9,9.46,0.66,2.39,35,0,20.2,33,0.3,6.2,1,1,1,0
F405,82,72,50,0.57,75,23,0.8,8.53,0.52,2.12,0,5.5,17,29,0.31,2.7,1,1,1,0
F406,88,61,50,0.53,68,24.3,1.1,7.92,0.52,2.39,0,0,21.7,53,0.3,4.7,1,1,1,0
F407,88,61,55,0.5,65,21.8,0.8,8.24,0.48,2.34,0,0,20.3,40,0.3,4.2,1,1,1,0
F408,82,61,40,0.5,55,19.8,0.7,8.59,0.62,2.56,0,1.7,20,33,0.3,2.7,1,1,1,0
F409,91,51,35,0.5,38,20.5,0.9,8.42,0.54,2.49,10,0,16,23,0.33,4.2,1,0,1,1
F410,82,59,60,0.5,55,21.3,0.9,9.04,0.64,2.56,0,0,19.7,42,0.28,2.7,1,1,1,0
F411,73,57,50,0.53,68,15.3,0.7,8.58,0.52,2.31,0,1.8,18,30,0.4,3.5,1,1,1,0
F412,69,54,50,0.33,65,18.7,0.8,8.79,0.68,2.63,0,0,17.5,26,0.2,4.3,1,1,1,0
F413,78,54,45,0.5,53,20.3,0.7,9.29,0.58,2.43,0,0.7,18.3,30,0.37,5.2,1,1,1,0
F414,75,63,40,0.43,60,20.8,1,8.62,0.55,2.22,25,0,19.3,39,0.3,3.3,1,1,1,0
F415,73,65,60,0.43,58,25.2,0.8,8.7,0.6,2.34,0,4.3,18.7,38,0.3,4,1,1,1,0
F416,86,61,45,0.37,60,17.7,0.9,8.85,0.6,2.44,23,0,18.7,46,0.26,2.8,1,1,1,0
F417,72,58,50,0.47,57,17.3,0.7,9.33,0.54,2.63,0,3.5,15.3,18,0.27,5.3,1,1,0,1
F418,80,61,50,0.5,53,17.8,0.7,9.13,0.59,2.39,0,0,12.8,40,0.3,1.3,1,0,1,0
F419,77,67,50,0.63,58,23.8,1,9.13,0.57,2.21,0,3.5,19.3,42,0.25,3,1,1,1,0
F420,77,52,45,0.5,47,17.5,0.7,9.16,0.53,2.26,0,2,17.5,36,0.31,2.3,1,0,1,0
F421,82,60,50,0.5,47,21,0.9,8.44,0.49,2.13,0,4.7,20.3,32,0.33,3.2,1,1,1,0
F422,83,54,50,0.47,52,19.7,0.9,8.35,0.58,2.44,0,0,15,45,0.25,1.7,1,1,0,1
F423,70,65,30,0.53,45,21.5,1.1,8.84,0.59,2.45,0,0,19.7,61,0.25,4,1,1,1,0
F424,74,72,30,0.53,57,23.3,1,9.17,0.65,2.36,25,4.8,21,44,0.4,6.8,1,1,1,0
F425,73,58,50,0.4,73,26.8,1.1,8.02,0.59,2.66,28,0,21.3,57,0.2,4.5,1,1,1,0
F426,81,72,50,0.5,62,24.7,1,8.5,0.58,2.38,0,4.2,19.8,57,0.31,3.2,1,1,1,0
F427,81,59,50,0.5,80,20.8,1.1,8.98,0.61,2.29,0,1.7,16,36,0.3,5.2,1,1,1,0
F428,73,81,60,0.7,67,19,0.9,9.01,0.58,2.27,37,0,24,42,0.32,5.5,1,1,1,0
F429,70,65,35,0.57,52,23,1,8.05,0.42,2.34,0,0,20,75,0.25,4,1,1,1,1
F430,76,48,30,0.43,43,15,0.7,8.85,0.6,2.44,0,0,15.8,40,0.3,3,1,1,0,1
F431,78,61,40,0.5,57,18.7,0.9,8.43,0.53,2.24,0,2.3,15.7,43,0.31,1,1,1,1,0
F432,76,59,50,0.57,73,20,1.1,8.23,0.56,2.47,0,0,20.2,57,0.27,4.7,1,1,1,1
F433,71,48,50,0.43,45,10.3,0.6,9.27,0.45,2.61,0,0,17,17,0.24,2.8,1,1,1,0
F434,68,63,35,0.33,43,18.3,0.9,9.51,0.55,2.39,0,0,13.3,40,0.28,1,1,0,1,1
F435,103,89,70,0.63,85,31.8,1,9.08,0.57,2.38,17,7.2,22,55,0.31,4,1,0,1,0
F436,91,85,35,0.43,62,23.2,0.8,9.69,0.62,2.51,27,4.2,22.2,32,0.4,5.8,1,1,1,0
F437,93,68,50,0.53,55,19,0.8,9.35,0.67,2.58,0,0,20,35,0.31,3.3,1,0,0,0
F438,69,65,50,0.43,75,17.8,1,8.7,0.55,2.73,0,3.8,19,44,0.3,4.2,1,1,1,0
F439,70,76,50,0.43,67,29,1.1,9.13,0.53,2.27,30,0,23.7,53,0.3,5.2,1,1,1,0
F440,72,50,50,0.33,55,18.7,0.7,8.11,0.56,2.45,0,1.7,14.7,37,0.25,3.3,1,1,1,0
F441,77,50,45,0.53,27,16.7,0.9,8.85,0.6,2.44,0,0,14.3,28,0.3,4.2,1,1,1,0
F442,92,47,55,0.63,45,22,0.8,8.97,0.58,2.54,13,4,22,47,0.37,6,1,1,1,0
F443,89,67,45,0.47,50,21.7,1,9.07,0.56,2.46,25,0,20.3,41,0.3,2.5,1,0,1,0
F444,73,62,60,0.47,63,25.5,0.9,8.79,0.56,2.3,37,0,19.8,56,0.28,2.5,1,1,1,0
F445,71,67,35,0.47,52,19,0.8,8.85,0.6,2.44,0,0,15.3,32,0.28,3.5,1,1,1,0
F446,69,61,55,0.5,52,22.8,1.1,8.25,0.58,2.26,0,0.5,17.8,57,0.18,3.5,1,1,1,0
F447,71,66,45,0.43,63,25,1.1,8.78,0.62,2.42,35,0,21.5,53,0.3,2.2,1,0,1,0
F448,108,97,55,0.5,82,28.7,0.8,8.19,0.53,2.31,45,7.5,27.5,37,0.32,6,1,1,1,0
F449,69,53,30,0.43,38,19.3,1.1,9.84,0.69,2.39,0,0,18,38,0.22,2.7,1,0,1,1
F450,71,54,45,0.5,55,17,0.7,8.8,0.57,2.5,0,3.2,16,38,0.3,3.3,1,0,1,0
F451,77,59,50,0.4,58,22,1.2,8.79,0.55,2.44,0,0,17.2,63,0.27,1.3,1,0,1,0
F452,68,56,50,0.57,55,19.3,1,9.04,0.65,2.58,40,0,17.7,45,0.24,4.5,1,1,1,0
F453,105,69,60,0.5,80,21.3,0.9,8.52,0.59,2.3,15,2.3,20.7,42,0.33,3.5,1,1,1,0
F454,69,63,40,0.43,62,18.3,1,8.83,0.68,2.57,0,5.8,15.7,26,0.39,5.8,1,1,1,0
F455,76,76,50,0.47,87,18,0.9,8.61,0.53,2.36,23,8.8,19,41,0.4,4.3,1,1,1,0
F456,68,55,50,0.53,63,21.3,0.8,8.99,0.63,2.53,30,0,17.7,51,0.22,2.5,1,1,1,0
F457,99,61,40,0.47,43,19.5,0.9,8.81,0.61,2.33,0,4.5,17,25,0.3,6.2,1,1,1,0
F458,78,53,40,0.5,28,14,0.7,9.64,0.56,2.09,0,0,16.7,23,0.3,5,1,1,1,0
F459,67,55,20,0.43,60,15.7,1.1,8.6,0.65,2.45,0,0,15.7,42,0.2,3.5,1,1,1,0
F460,67,82,40,0.53,45,25.7,1,8.8,0.59,2.46,22,11,23,65,0.31,5.7,1,1,1,0
F461,67,55,40,0.4,55,24.3,0.9,8.6,0.62,2.65,0,0.5,18.2,37,0.21,3.5,1,0,1,0
F462,103,62,0,0.43,32,18.7,0.9,8.72,0.54,2.3,0,1,19.3,29,0.28,5.8,1,1,1,0
F463,68,59,45,0.47,55,14,0.8,9.1,0.66,2.33,0,0,17.3,45,0.2,1.8,1,0,1,0
F464,74,74,60,0.53,72,27,1.2,8.94,0.65,2.23,45,0,22.7,77,0.28,3.3,1,1,1,0
F465,76,60,50,0.5,70,22,1.1,8.4,0.57,2.57,40,0,19.8,50,0.28,5.7,1,1,1,0
F466,81,60,60,0.47,58,25.7,0.8,8.6,0.64,2.11,0,0,18.8,40,0.21,1.7,1,0,1,0
F467,81,64,60,0.5,57,19.5,0.7,8.82,0.54,2.42,40,0,20.7,33,0.3,4.3,1,1,1,0
F468,74,69,65,0.4,60,19.7,1,9.17,0.58,2.26,40,0,18.7,45,0.28,2.2,1,1,1,1
F469,92,52,40,0.47,58,12.7,0.8,9.01,0.52,2.3,0,1.7,13.8,27,0.3,3.3,1,1,1,0
F470,76,73,50,0.47,72,23,0.8,9.01,0.6,2.42,40,0,23,60,0.31,5.8,1,1,1,1
F471,86,52,45,0.43,50,22,0.8,7.57,0.55,2.48,0,0,17.5,35,0.2,2.8,1,0,1,0
F472,81,75,60,0.57,65,32.7,1.1,8.04,0.51,2.26,38,0,23.3,69,0.24,2.7,1,0,1,0
F473,99,78,45,0.5,38,24.3,0.8,8.67,0.61,2.68,25,3,19.8,41,0.4,6.2,1,1,1,0
F474,78,49,45,0.53,73,15.8,0.8,9.21,0.57,2.42,0,0,17.2,33,0.3,3.5,1,0,0,0
F475,76,62,50,0.57,52,19.3,0.9,8.93,0.59,2.42,0,2.3,17.7,30,0.4,5.2,1,1,1,0
F476,67,69,45,0.5,47,19.3,0.9,8.68,0.59,2.29,38,2.8,19,37,0.3,5,1,1,1,1
F477,65,85,55,0.47,92,24.8,0.8,8.97,0.56,2.26,42,5.3,21,46,0.3,2.7,1,1,1,1
F478,89,56,40,0.4,47,21,1,8.46,0.49,2.46,0,2.2,16.5,31,0.23,3.8,1,1,1,0
F479,68,48,20,0.43,52,17.3,0.8,9.14,0.66,2.67,0,0,13.3,25,0.28,3.3,1,0,1,0
F480,83,54,45,0.67,70,16.8,0.6,8.85,0.6,2.44,0,0,16.2,21,0.38,3.2,1,1,1,0
F481,65,58,30,0.43,43,16.5,0.9,8.69,0.66,2.51,0,1.8,16.2,43,0.2,3.8,1,1,1,0
F482,69,73,40,0.47,82,19.7,1,8.45,0.58,2.4,0,0,20.2,52,0.2,3.3,1,1,1,1
F483,65,50,30,0.43,73,19,0.8,8.62,0.6,2.28,0,0,13.3,37,0.21,2,1,1,0,0
F484,71,65,40,0.4,73,18.2,0.8,9.32,0.67,2.39,22,1.8,16,30,0.23,3.2,1,0,1,1
F485,65,54,45,0.43,77,19.5,0.8,9.06,0.6,2.23,0,0,17.7,42,0.2,3,1,1,1,1
F486,64,51,40,0.33,47,15.8,0.9,8.85,0.6,2.44,0,3.2,14.3,30,0.25,2,1,1,1,0
F487,63,56,60,0.5,72,23.2,1,8.02,0.61,2.52,40,3.3,19.2,46,0.23,4.8,1,1,1,0
F488,69,49,50,0.37,53,15.2,0.9,8.85,0.6,2.44,0,0,13.3,28,0.25,3,1,0,1,0
F489,64,56,40,0.43,57,21.7,0.8,8.36,0.57,2.2,0,0,15.8,33,0.22,2,1,1,1,0
F490,67,70,40,0.67,60,29,1,8.95,0.63,2.64,50,0,21.2,51,0.3,5.7,1,1,1,0
F491,81,64,55,0.43,27,19.2,0.9,8.96,0.59,2.41,23,2.7,19.7,42,0.3,5.3,1,1,1,1
F492,88,72,45,0.4,40,19.7,0.8,8.82,0.49,2.24,27,3.8,20,42,0.33,3.8,1,1,1,0
F493,63,62,50,0.53,65,27.7,1.1,9.32,0.65,2.29,53,1.8,22.3,39,0.3,5.3,1,1,1,0
F494,79,66,45,0.43,77,19.7,0.9,9.23,0.59,2.44,22,2.2,17.7,36,0.31,4.8,1,1,1,1
F495,64,76,30,0.47,57,19.8,1,8.31,0.53,2.46,0,8.2,19.7,52,0.3,4.8,1,1,1,0
F496,72,63,50,0.43,62,19.5,0.9,9.12,0.61,2.57,27,0,21.7,31,0.37,5.2,1,1,1,0
F497,64,63,35,0.47,53,22.3,0.9,8.68,0.61,2.58,0,1.5,19,37,0.25,3.8,1,0,1,1
F498,64,61,40,0.5,68,19.2,0.9,8.67,0.56,2.46,25,0,17.5,41,0.3,2.7,1,0,1,0
F499,64,81,50,0.5,75,19,1,8.98,0.59,2.6,30,10,21,62,0.3,5.3,1,1,1,0
F500,79,97,65,0.5,80,25.5,1,9.21,0.68,2.56,32,8.5,25,63,0.33,6,1,1,1,0
F501,83,65,55,0.53,40,19.7,0.8,8.54,0.53,2.39,37,7.5,17.5,39,0.37,3.2,1,1,1,0
F502,73,75,50,0.47,68,19,0.7,8.23,0.56,2.58,47,9.2,16.5,27,0.32,6,1,1,1,0
F503,61,91,45,0.73,53,22.8,1.1,8.05,0.6,2.66,35,7,24,67,0.24,6,1,1,1,0
F504,62,77,55,0.53,57,23.3,1.1,8.95,0.66,2.39,23,5.8,23.8,47,0.34,7.3,1,1,0,1
F505,99,78,60,0.5,82,24,0.8,9.18,0.66,2.48,38,3.5,21.8,42,0.4,6.3,0,1,1,0
F506,79,74,45,0.47,52,18.3,0.8,8.49,0.63,2.17,32,9.5,20.3,31,0.33,4,0,1,1,0
F507,61,65,50,0.43,43,17.7,1.1,8.4,0.59,2.55,30,3.2,19.7,50,0.3,4.8,1,1,1,0
F508,61,84,60,0.53,70,18.5,0.9,9.55,0.58,2.36,35,6.8,21.3,31,0.38,5.3,1,1,1,1
F509,61,82,60,0.5,85,24.8,1,8.2,0.57,2.44,0,9.2,21.7,62,0.31,6.7,1,1,1,0
F510,79,96,45,0.5,47,18.3,1,9.16,0.63,2.4,33,12,21.8,41,0.35,4.8,1,1,1,1
F511,62,94,45,0.47,60,21.3,0.8,9.05,0.48,2.27,0,11.2,19.7,25,0.43,4.8,1,1,1,1
F512,61,81,55,0.5,77,22.5,1.1,9.38,0.66,2.55,30,4.7,21,58,0.3,4.8,1,0,1,0
F513,61,72,40,0.5,58,19,0.8,8.86,0.62,2.63,0,3.8,16.5,36,0.31,4.8,1,1,1,0
F514,61,62,50,0.5,60,12.7,1,9.17,0.61,2.26,0,2.7,17,29,0.33,4.2,1,1,1,0
F515,72,80,40,0.5,93,19.7,0.9,9.37,0.7,2.48,0,0,16,48,0.22,3.3,1,0,1,1
F516,93,96,40,0.43,68,22.7,0.8,9.52,0.65,2.34,0,10.7,22.5,34,0.41,6.8,1,1,1,0
F517,104,63,40,0.37,10,14.2,0.8,8.85,0.6,2.44,0,3.8,18.3,34,0.31,5,1,1,0,0
F518,62,60,50,0.53,65,23,1,8.71,0.59,2.49,0,0.8,20.2,52,0.23,4.8,1,0,1,1
F519,62,75,35,0.47,47,18.8,0.8,8.85,0.71,2.89,0,6.2,21.8,26,0.31,6.2,1,1,0,0
F520,64,89,30,0.5,52,19.8,1,8.97,0.59,2.46,25,9.5,23.5,40,0.31,6.7,1,1,1,1
F521,62,80,30,0.33,50,16.8,0.8,9.13,0.55,2.34,0,5.2,17.5,22,0.34,3.7,1,1,1,0
F522,75,93,60,0.5,73,23,1.3,8.93,0.61,2.5,40,4.5,23.7,68,0.3,5.2,1,0,0,0
F523,71,51,25,0.5,57,18.7,0.8,8.85,0.6,2.44,0,0,15.7,34,0.28,4.7,0,1,1,0
F524,76,99,55,0.53,87,23,1.1,9.61,0.64,2.54,20,8.7,23.7,42,0.3,6.2,1,0,1,0
F525,70,83,50,0.47,40,17.5,0.9,9.27,0.59,2.32,20,9.2,18.2,36,0.3,5,0,1,0,1
F526,93,99,55,0.5,57,26.2,0.8,8.84,0.6,2.5,32,7.7,24.7,54,0.42,4.8,1,1,1,0
F527,76,74,50,0.53,63,20.5,1,8.55,0.47,2.3,38,6.5,23.3,57,0.31,6.2,1,1,1,0
F528,88,76,45,0.53,67,21.5,1,9.49,0.61,2.65,40,7.2,26,41,0.4,7.8,1,1,1,0
F529,95,90,45,0.47,77,23.7,0.8,9.29,0.56,2.32,25,8.5,22.7,38,0.41,4.5,1,1,1,1
F530,96,75,60,0.43,47,19.7,1,8.91,0.59,2.62,37,5.2,22.5,40,0.3,5.7,1,1,1,0
F531,97,81,45,0.5,87,26,0.9,8.62,0.6,2.5,30,3.7,22.8,48,0.33,5.8,1,1,1,0
F532,78,88,60,0.5,63,21.3,1,8.64,0.6,2.52,30,10.7,23,48,0.31,7.7,1,1,1,0
F533,65,77,45,0.43,37,19.5,0.8,9.48,0.59,2.44,33,6.3,21,32,0.4,5.5,0,1,0,0
F534,108,83,35,0.5,37,26.5,0.8,8.97,0.5,2.39,30,5.3,26.2,57,0.34,4.8,1,1,1,1
F535,65,105,45,0.37,63,18.7,0.9,9.09,0.7,2.61,28,5.8,24.5,36,0.31,5,1,1,1,0
F536,86,96,50,0.5,65,25.5,1,9.4,0.66,2.6,37,9.7,24.5,37,0.35,4.8,1,1,1,0
F537,109,86,25,0.5,30,21.3,0.9,8.87,0.53,2.12,23,2.3,24.3,77,0.31,4.3,1,1,1,0
F538,85,74,50,0.5,58,21.7,1,8.38,0.63,2.68,37,5.7,20.8,49,0.28,6.3,1,1,1,0
F539,79,78,60,0.3,78,20.5,0.8,8.4,0.47,2.04,52,10.3,18.8,33,0.33,5.2,1,1,1,1
F540,67,75,30,0.47,58,21,0.8,8.96,0.58,2.39,23,2.3,19.3,26,0.4,6.7,1,1,1,0
F541,85,84,35,0.43,58,24.3,1,9.12,0.62,2.28,0,8.8,22.5,36,0.4,7.2,0,1,1,0
F542,64,110,45,0.5,40,25.3,1.1,8.48,0.61,2.52,32,10,26.7,73,0.31,4.8,1,1,1,0
F543,64,104,40,0.43,62,26,1,8.92,0.62,2.55,25,8.5,23.8,46,0.31,5.7,1,1,1,1
F544,80,103,45,0.47,62,23,1,9.03,0.6,2.28,0,12,21.2,43,0.34,5.2,1,1,1,0
F545,72,99,40,0.43,68,25.2,1,8.04,0.58,2.54,0,6.3,25.8,49,0.25,7.3,0,1,1,0
F546,72,100,35,0.53,40,29,0.9,8,NA,2.38,22,6.5,19,40,0.34,5,1,1,1,1
F547,89,95,40,0.4,68,24.5,0.7,8.24,0.59,2.5,30,8.3,20,51,0.23,3.8,1,0,1,0
F548,69,84,40,0.43,62,22.3,0.9,9.19,0.66,2.55,27,6.8,22.7,36,0.4,6.8,1,1,1,0
F549,62,81,50,0.47,47,21.8,1.2,9.09,0.66,2.44,27,2.8,22.2,60,0.24,3.7,1,1,1,0
F550,98,92,40,0.3,50,18.8,0.7,9.04,0.6,2.31,37,7.3,16.7,25,0.35,3.7,1,1,1,1
F551,75,89,45,0.47,67,25.5,1.2,8.87,0.62,2.31,42,9.5,25,53,0.35,6.7,0,1,1,0
F552,70,84,40,0.3,83,15.8,0.7,8.82,0.56,2.4,0,9.7,18.2,25,0.41,1.2,1,1,1,0
F553,63,60,40,0.53,37,20.2,0.7,8.17,0.39,2.66,0,0,19.2,56,0.23,6.3,1,1,1,0
F554,72,89,45,0.33,42,15.5,0.7,8.91,0.63,2.48,22,9,19.2,23,0.35,6.3,1,1,1,1
F555,63,94,40,0.4,55,23.5,0.8,8.77,0.64,2.35,38,5.8,22,50,0.3,4.8,1,1,1,0
F556,65,86,50,0.43,53,19.5,1,8.78,0.57,2.82,27,8.7,21.8,46,0.27,5.2,1,1,0,1
F557,73,83,35,0.47,83,22.8,1,9.07,0.55,2.44,28,7,16,39,0.23,2.3,1,0,0,0
F558,63,101,40,0.5,85,21.8,0.9,9.36,0.61,2.33,32,9.2,23.8,41,0.34,6.3,1,1,1,0
F559,102,91,60,0.43,65,24,0.8,8.88,0.54,2.37,47,6.7,23,39,0.4,4.5,1,1,1,0
F560,85,71,45,0.37,82,16.3,0.8,9.19,0.53,2.39,0,8,21.3,26,0.42,5.5,0,1,1,1
F561,66,81,45,0.5,40,21.8,0.9,9.11,0.61,2.59,0,2.5,17.2,41,0.21,4.3,1,1,1,1
F562,80,77,40,0.4,80,22,0.8,7.98,0.6,2.4,0,2.7,18,35,0.23,2.8,0,0,1,0
F563,98,79,35,0.43,40,23.5,1.1,8.35,0.6,2.43,25,3.8,24.7,51,0.3,8.2,0,1,1,0
F564,80,72,40,0.4,48,15.8,0.9,9.08,0.71,2.49,0,8.8,17.2,30,0.3,6.3,0,1,1,0
F565,101,82,50,0.4,30,17.7,0.9,8.53,0.6,2.3,30,5.7,20.2,30,0.32,5.3,1,1,1,0
F566,87,85,45,0.43,48,19.5,1.1,8.69,0.66,2.3,35,11.5,18.7,29,0.31,3.2,1,1,1,0
F567,75,90,45,0.5,53,20.7,1,8.38,0.55,2.53,35,8.7,23.3,54,0.31,6.2,0,1,1,0
F568,97,90,45,0.47,37,26.3,1,8.65,0.57,2.29,33,6.5,24,46,0.35,6.3,1,1,1,1
F569,124,87,45,0.37,60,20.7,1,9,0.63,2.24,0,4.2,17.3,30,0.31,4.8,1,1,1,0
F570,67,85,50,0.47,68,20,1,8.42,0.55,2.44,18,9.3,19.8,31,0.27,4.3,1,0,1,0
F571,64,99,25,0.5,40,27.3,1.1,9.48,0.62,2.29,0,5.7,23,87,0.31,7,1,1,1,0
F572,64,96,20,0.37,37,24.7,1,8.77,0.65,2.38,17,4,20.3,42,0.27,5.8,1,1,1,0
F573,69,98,40,0.4,67,20.2,0.9,8.54,0.55,2.25,17,5.2,21.8,56,0.31,3.7,1,0,1,0
F574,73,80,30,0.47,47,13.8,0.8,8.48,0.54,2.4,0,4.7,17,21,0.38,6.3,0,1,1,0
F575,89,79,35,0.4,48,20.3,0.9,9.39,0.68,2.49,27,7,18.5,27,0.37,4.5,1,1,1,0
F576,109,89,50,0.43,87,20,0.9,9.23,0.65,2.28,40,3.5,21.8,39,0.28,3.2,1,0,1,0
F577,102,82,45,0.5,60,20.8,1,8.74,0.67,2.62,40,5.3,20,31,0.28,5.8,1,0,1,0
F578,71,109,45,0.47,50,19.8,0.8,9.04,0.67,2.55,25,4.5,22.3,35,0.31,4.8,1,1,1,0
F579,85,107,50,0.47,73,23.8,1.2,8.75,0.65,2.52,22,10.8,28.3,45,0.32,9.2,0,1,1,0
F580,72,99,25,0.43,47,21.7,0.8,9.24,0.67,2.39,20,5.5,22.2,36,0.31,5.7,0,1,1,1
F581,80,101,35,0.47,75,20.5,0.9,8.64,0.57,2.44,0,10.8,22,35,0.42,6.5,0,1,1,0
F582,80,97,50,0.33,70,18.5,0.7,9.43,0.58,2.33,25,5.7,18.2,29,0.33,4.2,1,0,1,0
F583,79,83,55,0.43,40,19,1,9.54,0.69,2.62,30,8.7,23,40,0.32,5.7,0,1,1,0
F584,62,69,40,0.43,32,20,0.8,8.25,0.66,2.74,0,4.5,20.2,42,0.26,4.8,0,1,1,0
F585,64,84,40,0.47,27,23,0.9,8.47,0.6,2.54,0,1.8,18,36,0.2,5.5,1,1,1,0
F586,78,99,50,0.43,45,28.7,1,8.85,0.6,2.44,22,6,20.7,37,0.31,4.7,0,1,1,1
F587,79,82,30,0.47,65,17.5,1,8.55,0.55,2.42,23,4.7,17.8,38,0.22,2,1,1,1,0
F588,70,97,40,0.47,53,19.2,0.9,9.08,0.53,2.33,30,12.8,22,39,0.34,6.7,1,1,1,1
F589,70,104,45,0.5,90,29.5,0.9,9.11,0.69,2.63,25,3,22.2,38,0.3,8,0,1,1,0
F590,83,101,55,0.5,35,23.8,1,8.75,0.61,2.35,0,5.3,14,42,0.3,4.3,1,1,1,0
F591,90,83,50,0.4,93,20.5,0.8,8.5,0.57,2.5,0,5.8,24.3,40,0.4,6,0,1,1,0
F592,71,69,50,0.43,72,13.3,0.7,8.96,0.6,2.29,0,4.7,19.2,22,0.37,4.8,1,1,1,0
F593,82,104,35,0.47,53,19.7,1,8.22,0.51,2.46,38,9,24.3,62,0.3,5.8,1,1,1,1
F594,80,98,50,0.57,50,20.7,1,8.46,0.56,2.39,37,9.2,27,80,0.31,4.8,1,1,1,0
F595,76,97,45,0.43,62,23.5,1,8.99,0.61,2.43,32,5.7,22.2,38,0.33,7.2,1,1,1,0
F596,75,100,65,0.53,52,25.7,1.2,9.11,0.63,2.47,28,6.8,25.2,62,0.31,5.2,1,1,1,0
F597,82,100,40,0.43,28,29,0.9,8.99,0.62,2.49,18,6.3,24.8,35,0.32,6.3,0,1,1,1
F598,95,103,55,0.43,57,22.3,1,8.43,0.54,2.31,33,12.8,25.2,57,0.31,4.5,1,1,1,0
F599,74,95,40,0.5,57,19.5,0.9,9.56,0.65,2.35,40,3.8,23.7,29,0.33,7.3,1,1,1,0
F600,63,72,40,0.47,53,18.8,0.9,9.38,0.61,2.66,38,3.7,22.5,58,0.35,5.7,1,1,1,0
